Cooperation Rate,Opponent Cooperation Rate,Last Move,Opponent Last Move,Penultimate Move,Opponent Penultimate Move,Penultimate + 1 Move,Opponent Penultimate + 1 Move,Copy Rate
0.07,0.84,D,C,D,C,D,C,0.20408163265306123
0.07,0.75,D,C,D,C,D,C,0.2653061224489796
0.07,0.67,D,C,D,C,D,C,0.3673469387755102
0.08,0.67,D,D,D,C,D,C,0.35714285714285715
0.05,0.5,D,D,D,C,D,D,0.47959183673469385
0.08,0.33,D,C,D,D,D,D,0.6428571428571429
0.11,0.11,D,D,D,D,D,D,0.8673469387755102
0.05,0.0,D,D,D,D,D,D,0.9591836734693877
0.06,1.0,D,C,D,C,D,C,0.05102040816326531
0.1,0.5,D,C,D,D,C,D,0.5510204081632653
0.06,0.48,D,C,D,D,D,C,0.5306122448979592
0.06,0.06,D,D,D,D,D,D,0.9081632653061225
0.09,0.09,D,D,D,D,D,D,0.9081632653061225
0.09,0.23,D,D,D,C,D,D,0.7653061224489796
0.12,0.15,D,D,D,D,D,D,0.8163265306122449
0.11,0.27,D,D,D,D,D,D,0.7448979591836735
0.07,0.96,D,C,D,C,D,C,0.061224489795918366
0.1,0.07,D,D,D,D,D,D,0.9183673469387755
0.1,0.9,D,C,D,C,D,C,0.1326530612244898
0.11,0.17,D,D,D,D,D,D,0.8061224489795918
0.11,0.11,D,D,D,D,D,D,0.8673469387755102
0.1,0.13,D,D,C,D,D,D,0.8775510204081632
0.1,0.59,D,D,D,C,D,C,0.4387755102040816
0.11,0.16,D,D,D,D,D,D,0.8367346938775511
0.09,0.64,D,C,D,C,D,D,0.37755102040816324
0.09,0.26,D,D,D,D,D,D,0.7653061224489796
0.1,0.29,D,D,D,D,C,C,0.7142857142857143
0.1,0.05,D,D,D,D,D,D,0.9387755102040817
0.07,0.79,D,C,D,C,D,C,0.25510204081632654
0.1,0.49,D,D,D,C,D,D,0.5
0.08,0.54,D,C,D,C,D,C,0.4387755102040816
0.09,0.1,D,D,D,D,D,D,0.8979591836734694
0.09,0.07,D,D,D,D,D,D,0.8877551020408163
0.1,0.1,D,D,D,D,D,D,0.8877551020408163
0.1,0.51,D,D,D,C,D,C,0.5
0.07,0.62,D,D,D,C,D,C,0.3979591836734694
0.1,0.1,D,D,D,D,D,D,0.8877551020408163
0.06,1.0,D,C,D,C,D,C,0.05102040816326531
0.1,0.19,C,D,D,D,D,C,0.7959183673469388
0.11,0.1,D,D,D,D,D,D,0.8775510204081632
0.11,0.11,D,D,D,D,D,D,0.8673469387755102
0.13,0.16,D,D,D,D,D,D,0.7959183673469388
0.09,0.08,D,D,D,D,D,D,0.9387755102040817
0.1,0.2,D,D,D,D,D,D,0.8061224489795918
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.1,0.07,D,D,D,D,D,D,0.9387755102040817
0.1,0.11,D,D,D,D,D,D,0.8775510204081632
0.09,0.31,D,C,D,D,D,D,0.6530612244897959
0.09,0.21,D,C,D,D,D,D,0.7346938775510204
0.08,0.45,D,C,D,D,D,D,0.5918367346938775
0.09,0.36,D,D,D,D,D,D,0.6428571428571429
0.09,0.11,D,D,D,D,D,D,0.8877551020408163
0.09,0.11,D,D,D,D,D,D,0.8877551020408163
0.09,0.11,D,D,D,D,D,D,0.8877551020408163
0.09,0.11,D,D,D,D,D,D,0.8877551020408163
0.11,0.11,D,D,D,D,D,D,0.8673469387755102
0.06,0.96,D,C,D,C,D,C,0.05102040816326531
0.1,0.15,D,D,D,D,D,D,0.8367346938775511
0.08,0.95,D,C,D,C,D,C,0.061224489795918366
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.08,0.52,D,C,D,D,D,C,0.4897959183673469
0.09,0.21,D,D,D,D,D,D,0.7857142857142857
0.06,0.01,D,D,D,D,D,D,0.9591836734693877
0.1,0.14,D,D,D,D,D,D,0.8469387755102041
0.09,0.1,D,D,D,D,D,D,0.8979591836734694
0.1,0.14,D,D,D,D,D,D,0.8469387755102041
0.1,0.14,D,D,D,D,D,D,0.8469387755102041
0.09,0.08,D,D,D,D,D,D,0.9183673469387755
0.08,0.02,D,D,D,D,D,D,0.9489795918367347
0.12,0.16,D,D,D,D,D,D,0.8061224489795918
0.08,0.05,D,D,D,D,D,D,0.9591836734693877
0.11,0.93,D,C,D,C,D,C,0.07142857142857142
0.09,0.93,D,C,D,C,D,C,0.07142857142857142
0.11,0.1,D,D,D,D,D,D,0.8979591836734694
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.09,0.46,D,D,D,D,D,D,0.5306122448979592
0.09,0.1,D,D,D,D,D,D,0.8979591836734694
0.1,0.09,D,D,D,D,D,D,0.8979591836734694
0.11,0.1,D,D,D,D,D,D,0.8775510204081632
0.12,0.09,D,D,D,D,D,D,0.8775510204081632
0.1,0.07,D,D,D,D,D,D,0.9183673469387755
0.12,0.72,D,C,D,D,D,D,0.29591836734693877
0.1,0.07,D,D,D,D,D,D,0.9183673469387755
0.09,0.1,D,D,D,D,D,D,0.8979591836734694
0.09,0.09,D,D,D,D,D,D,0.9081632653061225
0.06,0.93,D,C,D,C,D,C,0.08163265306122448
0.1,0.35,D,D,D,D,D,D,0.6326530612244898
0.1,0.08,D,D,D,D,D,D,0.9081632653061225
0.09,0.08,D,D,D,D,D,D,0.9183673469387755
0.07,0.99,D,C,D,C,D,C,0.05102040816326531
0.11,0.28,D,D,C,D,D,D,0.7142857142857143
0.11,0.21,D,D,D,D,D,D,0.7653061224489796
0.13,0.37,D,D,D,D,D,C,0.5918367346938775
0.1,0.07,D,D,D,D,D,D,0.9183673469387755
0.12,0.2,D,C,D,C,D,C,0.7755102040816326
0.06,0.97,D,C,D,C,D,C,0.04081632653061224
0.06,0.02,D,D,D,D,D,D,0.9489795918367347
0.08,0.02,D,D,D,D,D,D,0.9489795918367347
0.1,0.1,D,D,D,D,D,D,0.8877551020408163
0.07,0.01,D,D,D,D,D,D,0.9489795918367347
0.08,0.1,D,D,D,D,D,D,0.8673469387755102
0.07,0.54,D,D,D,C,D,D,0.47959183673469385
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.08,0.07,D,D,D,D,D,D,0.8775510204081632
0.1,0.4,D,D,D,D,D,D,0.6020408163265306
0.09,0.84,D,C,D,C,D,C,0.1836734693877551
0.09,0.28,D,D,D,D,D,D,0.6938775510204082
0.13,0.14,D,D,D,D,D,D,0.8571428571428571
0.09,0.09,D,D,D,D,D,D,0.9081632653061225
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.12,0.12,D,D,D,D,D,D,0.8469387755102041
0.1,0.09,D,D,D,D,D,D,0.8775510204081632
0.06,0.97,D,C,D,C,D,C,0.061224489795918366
0.12,0.36,D,D,D,D,D,D,0.6224489795918368
0.12,0.23,D,D,D,D,D,D,0.7346938775510204
0.1,0.24,D,D,D,D,D,D,0.7551020408163265
0.14,0.23,D,D,D,D,D,D,0.7346938775510204
0.12,0.32,D,D,D,D,D,D,0.6530612244897959
0.08,0.53,D,C,D,D,D,D,0.5102040816326531
0.09,0.19,D,D,D,D,D,D,0.8061224489795918
0.12,0.14,D,D,D,D,D,D,0.826530612244898
0.09,0.07,D,D,D,D,D,D,0.9081632653061225
0.1,0.07,D,D,D,D,D,D,0.9183673469387755
0.1,0.09,D,D,D,D,D,D,0.8979591836734694
0.1,0.32,D,C,D,C,D,D,0.6938775510204082
0.1,0.12,D,D,D,D,D,D,0.8673469387755102
0.12,0.34,C,C,D,D,D,D,0.6428571428571429
0.09,0.1,D,D,D,D,D,D,0.8979591836734694
0.09,0.14,D,D,D,D,D,D,0.8775510204081632
0.11,0.17,D,D,D,D,D,D,0.826530612244898
0.09,0.07,D,D,D,D,D,D,0.9081632653061225
0.09,0.23,D,C,D,C,D,D,0.7755102040816326
0.15,0.17,D,D,D,D,D,D,0.8061224489795918
0.1,0.07,D,D,D,D,D,D,0.9183673469387755
0.1,0.16,D,D,D,D,D,D,0.826530612244898
0.1,0.17,D,D,D,D,D,D,0.8163265306122449
0.12,0.12,D,D,D,D,D,D,0.8469387755102041
0.09,0.31,D,C,D,C,D,D,0.673469387755102
0.09,0.11,D,D,D,D,D,D,0.8877551020408163
0.11,0.11,D,D,D,D,D,D,0.8673469387755102
0.07,0.49,D,D,D,D,D,C,0.4897959183673469
0.1,0.36,D,D,D,D,D,D,0.6428571428571429
0.1,0.21,D,D,D,D,D,D,0.7959183673469388
0.07,0.98,D,C,D,C,D,C,0.04081632653061224
0.1,0.09,D,D,D,D,D,D,0.8979591836734694
0.1,0.07,D,D,D,D,D,D,0.9183673469387755
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.12,0.12,D,D,D,D,D,D,0.8469387755102041
0.1,0.39,D,D,D,D,D,C,0.5714285714285714
0.09,0.54,D,D,D,C,D,D,0.45918367346938777
0.09,0.09,D,D,D,D,D,D,0.8877551020408163
0.08,0.03,D,D,D,D,D,D,0.9387755102040817
0.06,0.03,D,D,D,D,D,D,0.9387755102040817
0.11,0.07,D,D,D,D,D,D,0.9081632653061225
0.08,0.5,D,C,D,C,D,D,0.5102040816326531
0.05,0.5,D,D,D,D,D,C,0.5
0.1,0.1,D,D,D,D,D,D,0.8877551020408163
0.14,0.22,D,D,D,D,D,D,0.7448979591836735
0.1,0.11,D,D,D,D,D,D,0.8979591836734694
0.08,0.95,D,C,D,C,D,C,0.061224489795918366
0.11,0.72,D,C,D,C,D,C,0.2653061224489796
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.11,0.07,D,D,D,D,D,D,0.9081632653061225
0.08,0.96,D,C,D,C,D,C,0.07142857142857142
0.09,0.03,D,D,D,D,D,D,0.9081632653061225
0.09,0.12,D,D,D,D,D,D,0.8775510204081632
0.06,1.0,D,C,D,C,D,C,0.05102040816326531
0.09,0.69,D,C,D,C,D,C,0.2755102040816326
0.09,0.52,D,D,D,C,D,D,0.5
0.12,0.11,D,D,D,D,D,D,0.8775510204081632
0.09,0.05,D,D,D,D,D,D,0.9285714285714286
0.09,0.93,D,D,D,C,D,C,0.08163265306122448
0.1,0.42,D,D,D,C,D,C,0.5918367346938775
0.12,0.34,D,D,D,D,D,D,0.6428571428571429
0.1,0.06,D,D,D,D,D,D,0.9285714285714286
0.07,0.09,D,D,D,D,D,D,0.8877551020408163
0.09,0.05,D,D,D,D,D,D,0.9489795918367347
0.08,0.04,D,D,D,D,D,D,0.9489795918367347
0.11,0.08,D,D,D,D,D,D,0.8979591836734694
0.1,0.27,D,D,D,C,D,D,0.7346938775510204
0.09,0.19,D,D,D,D,D,D,0.826530612244898
0.09,0.16,D,D,D,D,D,D,0.8367346938775511
0.08,0.14,D,D,D,D,D,D,0.8469387755102041
0.06,0.25,D,D,D,D,D,D,0.7142857142857143
0.06,0.97,D,C,D,C,D,C,0.04081632653061224
0.1,0.08,D,D,D,D,D,D,0.9081632653061225
0.11,0.56,D,C,D,D,D,D,0.4489795918367347
0.11,0.58,D,C,D,C,D,D,0.42857142857142855
0.1,0.08,D,D,D,D,D,D,0.9081632653061225
0.1,0.1,D,D,D,D,D,D,0.8877551020408163
0.1,0.11,D,D,D,D,D,D,0.8979591836734694
0.1,0.08,D,D,D,D,D,D,0.9081632653061225
0.07,0.94,D,C,D,C,D,C,0.08163265306122448
0.1,0.31,D,C,D,D,D,C,0.7040816326530612
0.13,0.1,D,D,D,D,D,D,0.8571428571428571
0.11,0.08,D,D,D,D,D,D,0.8775510204081632
0.08,0.05,D,D,D,D,D,D,0.9183673469387755
0.08,0.03,D,D,D,D,D,D,0.9387755102040817
0.09,0.06,D,D,D,D,D,D,0.9183673469387755
0.07,0.07,D,D,D,D,D,D,0.9285714285714286
0.08,0.03,D,D,D,D,D,D,0.9387755102040817
0.12,0.1,D,D,D,D,D,D,0.8673469387755102
0.11,0.14,D,D,D,D,D,D,0.8571428571428571
0.1,0.06,D,D,D,D,D,D,0.9285714285714286
0.1,0.06,D,D,D,D,D,D,0.9285714285714286
0.11,0.11,D,D,D,D,D,D,0.8877551020408163
0.11,0.1,D,D,D,D,D,D,0.8775510204081632
0.11,0.08,D,D,D,D,D,D,0.8979591836734694
0.04,1.0,D,C,D,C,D,C,0.030612244897959183
0.09,0.35,D,D,D,D,C,D,0.6122448979591837
0.06,0.04,D,D,D,D,D,D,0.9489795918367347
0.05,0.03,D,D,D,D,D,D,0.9489795918367347
0.05,0.06,D,D,D,D,D,D,0.9387755102040817
0.05,0.06,D,D,D,D,D,D,0.9387755102040817
0.05,0.06,D,D,D,D,D,D,0.9387755102040817
0.05,0.37,D,D,C,D,D,C,0.6428571428571429
0.04,0.0,D,D,D,D,D,D,0.9693877551020408
0.04,0.05,D,D,D,D,D,D,0.9387755102040817
0.05,0.5,D,C,D,D,D,C,0.47959183673469385
0.04,1.0,D,C,D,C,D,C,0.030612244897959183
0.04,0.86,D,C,D,C,D,C,0.17346938775510204
0.05,0.95,D,C,D,C,D,C,0.05102040816326531
0.06,0.51,D,C,D,D,D,C,0.47959183673469385
0.04,0.68,D,D,D,D,D,D,0.3163265306122449
0.06,0.12,D,D,C,D,D,D,0.8673469387755102
0.07,0.07,D,D,C,D,D,D,0.9081632653061225
0.15,0.03,D,D,C,D,D,D,0.8775510204081632
0.03,0.96,D,C,D,C,D,C,0.04081632653061224
0.04,0.05,D,D,D,D,D,D,0.9387755102040817
0.06,0.22,D,C,D,D,D,D,0.7653061224489796
0.06,0.07,D,D,D,D,D,D,0.8979591836734694
0.05,0.06,D,D,D,D,D,D,0.9387755102040817
0.04,0.93,D,D,D,D,D,D,0.061224489795918366
0.04,0.01,D,D,D,D,D,D,0.9795918367346939
0.07,0.08,D,D,D,D,D,D,0.8979591836734694
0.03,1.0,D,C,D,C,D,C,0.02040816326530612
0.03,1.0,D,C,C,C,D,C,0.02040816326530612
0.04,1.0,D,C,D,C,D,C,0.030612244897959183
0.04,0.84,D,C,D,C,D,C,0.17346938775510204
0.08,0.75,D,C,D,C,D,C,0.2755102040816326
0.08,0.67,D,C,D,C,D,C,0.3163265306122449
0.07,0.67,D,D,D,C,D,C,0.30612244897959184
0.08,0.5,D,D,D,C,D,D,0.5102040816326531
0.07,0.33,D,C,D,D,D,D,0.6530612244897959
0.09,0.07,D,D,D,D,D,D,0.8877551020408163
0.04,0.0,D,D,D,D,D,D,0.9693877551020408
0.04,1.0,D,C,D,C,D,C,0.030612244897959183
0.1,0.51,D,C,D,D,C,D,0.5
0.04,0.48,D,D,D,C,D,D,0.5306122448979592
0.08,0.03,D,D,D,D,D,D,0.9387755102040817
0.09,0.07,D,D,D,D,D,D,0.8877551020408163
0.04,0.2,D,D,D,D,D,D,0.7959183673469388
0.05,0.07,D,D,D,D,D,D,0.9285714285714286
0.12,0.21,D,C,C,D,D,D,0.7755102040816326
0.03,0.98,D,C,D,C,D,C,0.04081632653061224
0.07,0.03,D,D,D,D,D,D,0.9285714285714286
0.08,0.9,D,C,D,C,D,C,0.15306122448979592
0.1,0.12,D,D,D,D,D,D,0.826530612244898
0.11,0.08,D,D,D,D,D,D,0.8571428571428571
0.05,0.09,D,D,D,D,D,D,0.9081632653061225
0.05,0.6,D,C,D,D,D,C,0.40816326530612246
0.04,0.09,D,D,D,D,D,D,0.9183673469387755
0.04,0.67,D,D,D,C,D,C,0.35714285714285715
0.09,0.23,D,D,D,D,D,D,0.7551020408163265
0.05,0.35,D,C,D,D,D,D,0.6632653061224489
0.08,0.03,D,D,D,D,D,D,0.9183673469387755
0.04,0.51,D,C,D,D,D,C,0.47959183673469385
0.04,0.43,D,C,D,D,D,D,0.5612244897959183
0.05,0.47,D,D,D,D,D,C,0.5204081632653061
0.06,0.1,D,D,D,D,D,D,0.8673469387755102
0.15,0.12,D,D,D,D,D,D,0.8367346938775511
0.08,0.09,D,D,D,D,D,D,0.8571428571428571
0.03,0.43,D,C,D,D,D,C,0.5816326530612245
0.05,0.58,D,C,D,D,D,C,0.4489795918367347
0.05,0.06,D,D,D,D,D,D,0.9183673469387755
0.03,1.0,D,C,D,C,D,C,0.02040816326530612
0.05,0.17,D,D,D,D,D,D,0.826530612244898
0.09,0.11,D,D,D,D,D,C,0.8673469387755102
0.06,0.06,D,D,D,D,D,D,0.9489795918367347
0.07,0.11,D,D,D,D,D,D,0.8775510204081632
0.05,0.04,D,D,D,D,D,D,0.9387755102040817
0.09,0.1,C,D,D,D,D,D,0.8571428571428571
0.09,0.03,D,D,D,D,D,D,0.9081632653061225
0.07,0.03,D,D,D,D,D,D,0.9285714285714286
0.05,0.06,D,D,D,D,D,D,0.9591836734693877
0.1,0.3,D,D,D,D,D,C,0.7142857142857143
0.05,0.24,D,D,D,C,D,D,0.7346938775510204
0.06,0.41,D,D,D,C,C,D,0.5612244897959183
0.1,0.36,D,C,D,D,D,D,0.6020408163265306
0.16,0.09,D,D,D,D,D,D,0.8163265306122449
0.04,0.05,D,D,D,D,D,D,0.9387755102040817
0.07,0.07,D,D,D,D,D,D,0.9081632653061225
0.09,0.05,D,D,C,D,D,D,0.8877551020408163
0.1,0.06,D,D,D,D,D,D,0.8979591836734694
0.04,0.98,D,C,D,C,D,C,0.05102040816326531
0.04,0.13,D,D,D,D,D,D,0.8775510204081632
0.05,0.95,D,C,D,C,D,C,0.05102040816326531
0.06,0.03,D,D,D,D,D,D,0.9387755102040817
0.06,0.52,D,D,D,C,D,D,0.5102040816326531
0.05,0.17,D,D,D,D,D,D,0.826530612244898
0.05,0.01,D,D,D,D,D,D,0.9693877551020408
0.04,0.03,D,D,D,D,D,D,0.9387755102040817
0.06,0.06,D,D,D,D,D,D,0.9081632653061225
0.05,0.07,D,D,D,D,D,D,0.9285714285714286
0.07,0.07,D,D,D,D,D,D,0.9081632653061225
0.06,0.07,D,D,D,D,D,D,0.9387755102040817
0.04,0.04,D,D,D,D,D,D,0.9489795918367347
0.06,0.08,D,D,D,C,D,D,0.9081632653061225
0.04,0.03,D,D,D,D,D,D,0.9591836734693877
0.04,0.39,D,D,D,D,D,D,0.5918367346938775
0.06,0.95,D,C,D,C,D,C,0.061224489795918366
0.06,0.04,D,D,D,D,D,D,0.9693877551020408
0.05,0.03,D,D,D,D,D,D,0.9489795918367347
0.04,0.54,D,D,D,D,D,D,0.4387755102040816
0.05,0.1,D,D,D,D,D,D,0.9183673469387755
0.05,0.07,D,D,D,D,D,D,0.9081632653061225
0.05,0.09,D,C,D,D,D,D,0.8979591836734694
0.04,0.07,D,D,D,D,D,D,0.9183673469387755
0.04,0.03,D,D,D,D,D,D,0.9591836734693877
0.1,0.54,D,D,D,C,D,D,0.45918367346938777
0.08,0.03,C,D,D,D,D,D,0.9387755102040817
0.09,0.06,D,D,D,D,D,D,0.8775510204081632
0.11,0.12,D,D,D,D,D,D,0.8571428571428571
0.04,0.95,D,C,D,C,D,C,0.061224489795918366
0.09,0.16,D,D,D,D,D,D,0.7959183673469388
0.07,0.06,D,D,D,D,D,D,0.9183673469387755
0.04,0.04,D,D,D,D,D,D,0.9489795918367347
0.05,0.99,D,C,D,C,D,C,0.030612244897959183
0.1,0.25,D,D,D,D,D,D,0.7346938775510204
0.05,0.14,D,D,D,D,D,D,0.8163265306122449
0.09,0.36,D,C,D,D,D,D,0.6428571428571429
0.08,0.05,D,D,D,D,D,D,0.9183673469387755
0.06,0.22,D,D,D,D,D,C,0.7755102040816326
0.05,0.97,D,C,D,C,D,C,0.05102040816326531
0.04,0.02,D,D,D,D,D,D,0.9693877551020408
0.06,0.02,D,D,D,D,D,D,0.9693877551020408
0.05,0.05,D,D,D,D,D,D,0.9489795918367347
0.06,0.01,D,D,D,D,D,D,0.9591836734693877
0.06,0.1,D,D,D,D,D,D,0.9081632653061225
0.06,0.53,D,D,D,C,D,D,0.47959183673469385
0.03,0.03,D,D,D,D,D,D,0.9693877551020408
0.06,0.04,D,D,D,D,D,D,0.9285714285714286
0.08,0.45,D,C,D,C,D,D,0.5510204081632653
0.04,1.0,D,C,D,C,D,C,0.030612244897959183
0.11,0.29,D,D,D,D,D,D,0.7040816326530612
0.09,0.09,D,D,D,D,D,D,0.8775510204081632
0.09,0.06,D,D,D,D,D,D,0.9183673469387755
0.04,0.03,D,D,D,D,D,D,0.9591836734693877
0.05,0.04,D,D,D,D,D,D,0.9591836734693877
0.03,0.03,D,D,D,D,D,D,0.9693877551020408
0.06,0.05,D,D,D,D,D,D,0.9183673469387755
0.07,0.07,D,D,D,D,D,D,0.8877551020408163
0.05,0.62,D,D,D,C,D,D,0.3877551020408163
0.09,0.16,D,D,C,D,D,D,0.7857142857142857
0.1,0.19,D,D,D,D,D,D,0.7959183673469388
0.04,0.09,D,D,D,D,D,D,0.8979591836734694
0.11,0.1,D,D,D,D,C,D,0.8163265306122449
0.05,0.18,D,D,D,D,D,D,0.8163265306122449
0.04,0.53,D,D,D,D,D,C,0.47959183673469385
0.02,0.08,D,D,D,D,D,D,0.9081632653061225
0.06,0.08,D,D,D,D,D,D,0.8877551020408163
0.04,0.05,D,D,D,D,D,D,0.9387755102040817
0.06,0.05,D,D,D,D,D,D,0.9387755102040817
0.06,0.04,D,D,C,D,D,D,0.9285714285714286
0.09,0.38,D,D,D,D,D,C,0.6224489795918368
0.1,0.11,D,C,D,C,C,C,0.8775510204081632
0.05,0.26,D,D,D,C,D,D,0.7346938775510204
0.09,0.1,C,D,D,D,D,D,0.8571428571428571
0.04,0.1,D,D,D,D,D,D,0.8877551020408163
0.06,0.17,D,D,D,D,D,D,0.8367346938775511
0.05,0.05,D,D,D,D,D,D,0.9489795918367347
0.04,0.21,D,C,D,C,D,D,0.7857142857142857
0.05,0.06,D,D,D,D,D,D,0.9183673469387755
0.06,0.03,D,D,D,D,D,D,0.9387755102040817
0.06,0.14,D,D,D,D,D,D,0.826530612244898
0.03,0.11,D,D,D,D,D,D,0.8877551020408163
0.03,0.07,D,D,D,D,D,D,0.9285714285714286
0.08,0.34,C,C,D,C,D,D,0.6836734693877551
0.1,0.11,D,D,D,D,D,D,0.8367346938775511
0.09,0.06,D,D,D,D,D,D,0.8979591836734694
0.04,0.5,D,D,D,C,D,C,0.47959183673469385
0.05,0.36,D,D,D,D,D,D,0.6632653061224489
0.04,0.12,D,D,D,D,D,D,0.8673469387755102
0.05,0.98,D,C,D,C,D,C,0.04081632653061224
0.07,0.05,D,D,D,D,D,D,0.9489795918367347
0.07,0.05,D,D,D,D,D,D,0.9285714285714286
0.08,0.03,D,D,D,D,D,D,0.9183673469387755
0.04,0.04,D,D,D,D,D,D,0.9489795918367347
0.04,0.28,D,D,D,C,D,D,0.7346938775510204
0.04,0.53,D,D,D,C,D,D,0.47959183673469385
0.14,0.14,D,D,D,C,C,D,0.8469387755102041
0.07,0.03,D,D,D,D,D,D,0.9489795918367347
0.05,0.02,D,D,D,D,D,D,0.9591836734693877
0.05,0.05,D,D,D,D,D,D,0.9489795918367347
0.05,0.5,D,C,D,C,D,D,0.5
0.05,0.5,D,D,D,D,D,C,0.47959183673469385
0.06,0.05,D,D,D,D,D,D,0.9183673469387755
0.08,0.16,D,D,D,D,D,D,0.826530612244898
0.05,0.06,D,D,D,D,D,D,0.9387755102040817
0.03,1.0,D,C,D,C,D,C,0.02040816326530612
0.04,0.9,D,C,D,C,D,C,0.07142857142857142
0.04,0.04,D,D,D,D,D,D,0.9693877551020408
0.06,0.03,D,D,D,D,D,D,0.9387755102040817
0.05,1.0,D,C,D,C,D,C,0.04081632653061224
0.05,0.03,D,D,D,D,D,D,0.9489795918367347
0.06,0.06,D,D,D,D,D,D,0.9285714285714286
0.06,0.99,D,C,D,C,D,C,0.04081632653061224
0.06,0.35,D,D,D,D,D,D,0.6530612244897959
0.04,0.51,D,C,D,D,D,C,0.5204081632653061
0.09,0.08,D,D,C,D,D,D,0.8979591836734694
0.04,0.02,D,D,D,D,D,D,0.9693877551020408
0.05,0.97,D,C,D,C,D,C,0.05102040816326531
0.05,0.36,D,D,D,C,D,C,0.6530612244897959
0.04,0.18,D,D,D,D,D,D,0.8061224489795918
0.07,0.07,D,D,D,D,D,D,0.9081632653061225
0.07,0.09,D,D,D,D,D,D,0.8877551020408163
0.05,0.03,D,D,D,D,D,D,0.9693877551020408
0.04,0.04,D,D,D,D,D,D,0.9897959183673469
0.08,0.04,D,D,D,D,D,D,0.9285714285714286
0.09,0.3,D,D,D,D,D,D,0.6530612244897959
0.06,0.23,D,D,D,D,D,D,0.7857142857142857
0.11,0.19,D,D,D,C,C,D,0.7448979591836735
0.05,0.11,D,D,D,D,D,D,0.8877551020408163
0.04,0.29,D,D,D,D,D,D,0.7142857142857143
0.05,0.97,D,C,D,C,D,C,0.05102040816326531
0.07,0.04,D,D,D,D,D,D,0.9387755102040817
0.07,0.32,D,D,D,D,D,D,0.6530612244897959
0.17,0.53,D,C,D,C,D,C,0.4489795918367347
0.04,0.04,D,D,D,D,D,D,0.9489795918367347
0.07,0.08,C,D,D,D,D,D,0.8877551020408163
0.06,0.04,D,D,D,D,D,D,0.9285714285714286
0.06,0.04,D,D,D,D,D,D,0.9489795918367347
0.03,0.97,D,C,D,C,D,C,0.030612244897959183
0.06,0.24,D,D,D,D,D,C,0.7653061224489796
0.11,0.08,D,D,D,D,D,D,0.8367346938775511
0.1,0.07,D,D,C,D,D,D,0.8571428571428571
0.06,0.01,D,D,D,D,D,D,0.9591836734693877
0.04,0.03,D,D,D,D,D,D,0.9591836734693877
0.13,0.06,D,D,D,D,D,D,0.8571428571428571
0.05,0.09,D,D,D,D,D,D,0.9081632653061225
0.09,0.11,D,D,D,D,D,D,0.9285714285714286
0.05,0.07,D,D,D,D,D,D,0.9285714285714286
0.06,0.04,D,D,D,D,D,D,0.9285714285714286
0.09,0.11,D,D,D,D,D,D,0.8877551020408163
0.04,0.04,D,D,D,D,D,D,0.9489795918367347
0.05,0.08,D,D,D,D,D,D,0.9183673469387755
0.04,0.08,D,D,D,D,D,D,0.9285714285714286
0.1,0.09,D,D,D,D,D,D,0.8571428571428571
0.01,0.0,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.08,0.95,D,C,D,C,D,C,0.10204081632653061
1.0,1.0,C,C,C,C,C,C,1.0
0.42,0.43,D,D,D,D,D,D,0.9183673469387755
0.97,0.95,C,D,D,D,D,C,0.9795918367346939
0.02,0.0,D,D,D,D,D,D,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,1.0
0.05,0.5,D,C,D,D,D,C,0.5204081632653061
1.0,1.0,C,C,C,C,C,C,1.0
0.05,0.86,D,C,D,C,D,C,0.16326530612244897
0.03,0.97,D,C,D,C,D,C,0.030612244897959183
1.0,1.0,C,C,C,C,C,C,1.0
0.19,0.81,D,C,D,C,D,C,0.3163265306122449
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.03,0.04,D,D,D,D,D,D,0.9387755102040817
0.06,0.93,D,C,D,C,D,C,0.10204081632653061
0.19,0.19,D,D,D,D,D,D,0.8673469387755102
0.04,0.36,D,C,D,D,D,C,0.6428571428571429
0.26,0.2,D,D,D,D,D,D,0.9489795918367347
1.0,1.0,C,C,C,C,C,C,1.0
0.58,0.96,D,C,D,C,D,C,0.6020408163265306
0.05,0.01,D,D,D,D,D,D,0.9693877551020408
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.07,0.97,D,C,D,C,D,C,0.05102040816326531
1.0,1.0,C,C,C,C,C,C,1.0
0.07,0.84,D,C,D,C,D,C,0.20408163265306123
0.05,0.75,D,C,D,C,D,C,0.2857142857142857
0.04,0.67,D,C,D,C,D,C,0.35714285714285715
